filepath,x1,y1,x2,y2,x1,y1,x2,y2,class_name
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092652.jpg,0.185,0.25666666,0.71125,0.25666666,0.71125,0.7866667,0.185,0.7866667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092846.jpg,0.56625,0.37666667,0.8275,0.37666667,0.8275,0.55833334,0.56625,0.55833334,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092825.jpg,0.33625,0.33833334,0.71,0.33833334,0.71,0.7966667,0.33625,0.7966667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092832.jpg,0.36444443,0.32166666,0.7644445,0.32166666,0.7644445,0.5566667,0.36444443,0.5566667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092617.jpg,0.3475,0.41,0.8075,0.41,0.8075,0.8833333,0.3475,0.8833333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092824.jpg,0.33,0.30166668,0.70875,0.30166668,0.70875,0.76,0.33,0.76,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092700.jpg,0.275,0.24,0.71875,0.24,0.71875,0.75166667,0.275,0.75166667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092648.jpg,0.11,0.275,0.51125,0.275,0.51125,0.7316667,0.11,0.7316667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100002_1.jpg,0.66,0.43833333,0.72,0.43833333,0.72,0.65166664,0.66,0.65166664,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092850.jpg,0.48,0.295,0.74625,0.295,0.74625,0.49,0.48,0.49,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095951_1.jpg,0.505,0.48333332,0.5925,0.48333332,0.5925,0.7216667,0.505,0.7216667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092834_1.jpg,0.36222222,0.36,0.75333333,0.36,0.75333333,0.58166665,0.36222222,0.58166665,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092809_1.jpg,0.08,0.485,0.495,0.485,0.495,0.9316667,0.08,0.9316667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing2/IMG-20190422-WA0011.jpg,0.37278107,0.40166667,0.6745562,0.40166667,0.6745562,0.60333335,0.37278107,0.60333335,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092809.jpg,0.0675,0.49833333,0.48375,0.49833333,0.48375,0.9433333,0.0675,0.9433333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092612_1.jpg,0.37,0.45333335,0.7725,0.45333335,0.7725,0.82666665,0.37,0.82666665,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095837.jpg,0.5025,0.39666668,0.79875,0.39666668,0.79875,0.6383333,0.5025,0.6383333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095906_1.jpg,0.44625,0.46666667,0.81375,0.46666667,0.81375,0.7416667,0.44625,0.7416667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092752.jpg,0.36,0.33666667,0.6875,0.33666667,0.6875,0.75333333,0.36,0.75333333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092827.jpg,0.37,0.35333332,0.7125,0.35333332,0.7125,0.80333334,0.37,0.80333334,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095947.jpg,0.54,0.45833334,0.60875,0.45833334,0.60875,0.6716667,0.54,0.6716667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092627.jpg,0.32125,0.385,0.775,0.385,0.775,0.8983333,0.32125,0.8983333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092843.jpg,0.29625,0.5,0.54,0.5,0.54,0.7583333,0.29625,0.7583333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092613_1.jpg,0.3625,0.45,0.785,0.45,0.785,0.85833335,0.3625,0.85833335,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100047.jpg,0.21555555,0.455,0.57555556,0.455,0.57555556,0.60833335,0.21555555,0.60833335,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092818.jpg,0.29125,0.275,0.7325,0.275,0.7325,0.765,0.29125,0.765,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092819.jpg,0.27875,0.295,0.72125,0.295,0.72125,0.7783333,0.27875,0.7783333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092709.jpg,0.2825,0.31,0.59625,0.31,0.59625,0.76666665,0.2825,0.76666665,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092852.jpg,0.455,0.23333333,0.72,0.23333333,0.72,0.45,0.455,0.45,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100053.jpg,0.2711111,0.5233333,0.5422222,0.5233333,0.5422222,0.64166665,0.2711111,0.64166665,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092841.jpg,0.32625,0.38333333,0.64125,0.38333333,0.64125,0.6933333,0.32625,0.6933333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092847_1.jpg,0.52,0.35666665,0.7875,0.35666665,0.7875,0.53833336,0.52,0.53833336,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092637.jpg,0.3475,0.31833333,0.75625,0.31833333,0.75625,0.68,0.3475,0.68,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092807.jpg,0.015,0.56,0.39375,0.56,0.39375,0.985,0.015,0.985,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095842_1.jpg,0.48625,0.42833334,0.82,0.42833334,0.82,0.6333333,0.48625,0.6333333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092808.jpg,0.02625,0.5516667,0.42625,0.5516667,0.42625,0.97833335,0.02625,0.97833335,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095852.jpg,0.4175,0.44666666,0.85625,0.44666666,0.85625,0.685,0.4175,0.685,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095950.jpg,0.505,0.47166666,0.5875,0.47166666,0.5875,0.71,0.505,0.71,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092854.jpg,0.43375,0.20666666,0.6875,0.20666666,0.6875,0.41333333,0.43375,0.41333333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095848.jpg,0.41625,0.515,0.85875,0.515,0.85875,0.75,0.41625,0.75,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095918.jpg,0.57375,0.47666666,0.925,0.47666666,0.925,0.6983333,0.57375,0.6983333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092719_1.jpg,0.45875,0.27166668,0.64625,0.27166668,0.64625,0.7133333,0.45875,0.7133333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095836_1.jpg,0.515,0.38666666,0.7875,0.38666666,0.7875,0.62166667,0.515,0.62166667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing2/P_20190709_160501.jpg,0.48625,0.475,0.81375,0.475,0.81375,0.655,0.48625,0.655,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100008.jpg,0.50125,0.46333334,0.6,0.46333334,0.6,0.6816667,0.50125,0.6816667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095946.jpg,0.555,0.44166666,0.61,0.44166666,0.61,0.65166664,0.555,0.65166664,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095911.jpg,0.48875,0.44666666,0.84875,0.44666666,0.84875,0.7033333,0.48875,0.7033333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092749.jpg,0.3275,0.28333333,0.68125,0.28333333,0.68125,0.73,0.3275,0.73,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092616.jpg,0.36,0.44333333,0.79625,0.44333333,0.79625,0.88666666,0.36,0.88666666,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100005_1.jpg,0.56875,0.45666668,0.6475,0.45666668,0.6475,0.66833335,0.56875,0.66833335,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092612.jpg,0.37625,0.46666667,0.77,0.46666667,0.77,0.81666666,0.37625,0.81666666,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092835_1.jpg,0.35555556,0.36,0.73333335,0.36,0.73333335,0.565,0.35555556,0.565,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095947_1.jpg,0.54625,0.45333335,0.605,0.45333335,0.605,0.6666667,0.54625,0.6666667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092823.jpg,0.33625,0.29,0.72,0.29,0.72,0.74666667,0.33625,0.74666667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092745.jpg,0.3375,0.225,0.745,0.225,0.745,0.67,0.3375,0.67,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095837_1.jpg,0.50375,0.39166668,0.805,0.39166668,0.805,0.6383333,0.50375,0.6383333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing2/15607444457862753544196959153992_-_margi_anto.jpg,0.52,0.285,0.575,0.285,0.575,0.35666665,0.52,0.35666665,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing2/15607444457862753544196959153992_-_margi_anto.jpg,0.2075,0.38,0.34125,0.38,0.34125,0.5183333,0.2075,0.5183333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing2/15607444457862753544196959153992_-_margi_anto.jpg,0.61,0.375,0.65875,0.375,0.65875,0.445,0.61,0.445,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095847.jpg,0.44125,0.51666665,0.89,0.51666665,0.89,0.7633333,0.44125,0.7633333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100049.jpg,0.25777778,0.5083333,0.5822222,0.5083333,0.5822222,0.6566667,0.25777778,0.6566667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100014_1.jpg,0.5075,0.45333335,0.615,0.45333335,0.615,0.66833335,0.5075,0.66833335,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100018.jpg,0.36222222,0.52166665,0.5688889,0.52166665,0.5688889,0.645,0.36222222,0.645,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100046.jpg,0.21555555,0.46,0.58444446,0.46,0.58444446,0.62333333,0.21555555,0.62333333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095834.jpg,0.50875,0.37166667,0.705,0.37166667,0.705,0.5966667,0.50875,0.5966667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095840.jpg,0.5275,0.37333333,0.86125,0.37333333,0.86125,0.6066667,0.5275,0.6066667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092748.jpg,0.31,0.285,0.67375,0.285,0.67375,0.73333335,0.31,0.73333335,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092758_1.jpg,0.3725,0.28,0.6475,0.28,0.6475,0.675,0.3725,0.675,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092701.jpg,0.2625,0.27333334,0.69375,0.27333334,0.69375,0.7866667,0.2625,0.7866667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095919_1.jpg,0.5775,0.49333334,0.92875,0.49333334,0.92875,0.705,0.5775,0.705,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092722.jpg,0.47,0.25666666,0.63125,0.25666666,0.63125,0.71,0.47,0.71,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing2/P_20190709_160541.jpg,0.415,0.26166666,0.74625,0.26166666,0.74625,0.655,0.415,0.655,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100026_1.jpg,0.34,0.51166666,0.5422222,0.51166666,0.5422222,0.64666665,0.34,0.64666665,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092831.jpg,0.31333333,0.23333333,0.7355555,0.23333333,0.7355555,0.50333333,0.31333333,0.50333333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100032_1.jpg,0.32444444,0.51666665,0.5288889,0.51666665,0.5288889,0.65166664,0.32444444,0.65166664,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092637_1.jpg,0.33,0.30333334,0.73625,0.30333334,0.73625,0.64166665,0.33,0.64166665,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092658.jpg,0.28125,0.26666668,0.75375,0.26666668,0.75375,0.79,0.28125,0.79,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100052_1.jpg,0.25777778,0.515,0.5422222,0.515,0.5422222,0.64,0.25777778,0.64,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092838.jpg,0.35333332,0.33333334,0.7266667,0.33333334,0.7266667,0.5183333,0.35333332,0.5183333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092844.jpg,0.57625,0.47333333,0.845,0.47333333,0.845,0.6566667,0.57625,0.6566667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092735_1.jpg,0.50625,0.5083333,0.88,0.5083333,0.88,0.86333334,0.50625,0.86333334,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092632_1.jpg,0.3275,0.31166667,0.7625,0.31166667,0.7625,0.7366667,0.3275,0.7366667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092857.jpg,0.5888889,0.41,0.82666665,0.41,0.82666665,0.67333335,0.5888889,0.67333335,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092847.jpg,0.53875,0.355,0.81125,0.355,0.81125,0.55,0.53875,0.55,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092825_1.jpg,0.3425,0.33,0.71125,0.33,0.71125,0.7966667,0.3425,0.7966667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092720.jpg,0.46875,0.26333332,0.645,0.26333332,0.645,0.7033333,0.46875,0.7033333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092659_1.jpg,0.2975,0.24166666,0.7425,0.24166666,0.7425,0.75,0.2975,0.75,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092712.jpg,0.35125,0.30166668,0.60125,0.30166668,0.60125,0.7366667,0.35125,0.7366667,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092721.jpg,0.465,0.245,0.63,0.245,0.63,0.7033333,0.465,0.7033333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100041.jpg,0.24666667,0.65166664,0.6111111,0.65166664,0.6111111,0.8183333,0.24666667,0.8183333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092721_1.jpg,0.465,0.24666667,0.62875,0.24666667,0.62875,0.7083333,0.465,0.7083333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095839_1.jpg,0.53,0.39333335,0.86375,0.39333335,0.86375,0.62333333,0.53,0.62333333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100023.jpg,0.35777777,0.47666666,0.5422222,0.47666666,0.5422222,0.6066667,0.35777777,0.6066667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092817_1.jpg,0.26875,0.27,0.73375,0.27,0.73375,0.775,0.26875,0.775,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092708_1.jpg,0.28,0.29666665,0.60125,0.29666665,0.60125,0.76666665,0.28,0.76666665,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100040_1.jpg,0.23555556,0.67,0.5977778,0.67,0.5977778,0.855,0.23555556,0.855,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092724.jpg,0.45875,0.27,0.61875,0.27,0.61875,0.73333335,0.45875,0.73333335,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095952.jpg,0.49875,0.46333334,0.59125,0.46333334,0.59125,0.69,0.49875,0.69,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095849.jpg,0.4075,0.5283333,0.83875,0.5283333,0.83875,0.7633333,0.4075,0.7633333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095909_1.jpg,0.47875,0.46333334,0.84375,0.46333334,0.84375,0.725,0.47875,0.725,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092743.jpg,0.3725,0.235,0.77625,0.235,0.77625,0.67,0.3725,0.67,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100049_1.jpg,0.27555555,0.515,0.58444446,0.515,0.58444446,0.66,0.27555555,0.66,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092756.jpg,0.34625,0.24,0.63875,0.24,0.63875,0.6533333,0.34625,0.6533333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100003.jpg,0.64375,0.44166666,0.70375,0.44166666,0.70375,0.6433333,0.64375,0.6433333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092646.jpg,0.115,0.28833333,0.47625,0.28833333,0.47625,0.73333335,0.115,0.73333335,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092700_1.jpg,0.27625,0.245,0.7275,0.245,0.7275,0.76166666,0.27625,0.76166666,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095830_1.jpg,0.47125,0.39833334,0.5825,0.39833334,0.5825,0.60833335,0.47125,0.60833335,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092702.jpg,0.2725,0.27333334,0.67,0.27333334,0.67,0.7633333,0.2725,0.7633333,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing2/15572982959537546415621817680673_-_margi_anto.jpg,0.41333333,0.72333336,0.5088889,0.72333336,0.5088889,0.775,0.41333333,0.775,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095846_1.jpg,0.42875,0.5133333,0.87,0.5133333,0.87,0.7633333,0.42875,0.7633333,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_100056.jpg,0.28,0.5366667,0.53555554,0.5366667,0.53555554,0.6566667,0.28,0.6566667,Broken
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_092609.jpg,0.37,0.535,0.735,0.535,0.735,0.82,0.37,0.82,Worn
gs://satu-pama-ai-comex-and-tyre-vcm/comex/CenterHousing3/P_20190727_095832.jpg,0.45625,0.37833333,0.605,0.37833333,0.605,0.60333335,0.45625,0.60333335,Broken
